city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Pune,IT,Data Analyst,7,22.92,Azure AI,1
Pune,E-commerce,AI Engineer,2,9.51,AWS AI,0
Pune,IT,Data Analyst,10,25.94,Scikit-learn,1
Hyderabad,Manufacturing,Data Analyst,9,21.18,TensorFlow,1
Chennai,Healthcare,Data Scientist,10,25.06,PyTorch,1
Mumbai,Finance,ML Engineer,2,13.07,Scikit-learn,1
Mumbai,IT,AI Researcher,3,16.61,Scikit-learn,0
Chennai,Healthcare,Data Scientist,0,3.0,PyTorch,0
Chennai,EdTech,ML Engineer,6,18.41,AWS AI,1
Hyderabad,Finance,ML Engineer,5,17.18,ChatGPT,0
Chennai,Healthcare,Data Scientist,7,17.51,PyTorch,0
Pune,IT,Data Scientist,9,22.75,Azure AI,0
Hyderabad,IT,AI Researcher,7,23.29,ChatGPT,1
Hyderabad,Manufacturing,Data Scientist,1,5.08,AWS AI,1
Chennai,E-commerce,AI Engineer,7,20.95,Azure AI,1
Delhi,IT,AI Researcher,1,12.06,TensorFlow,1
Delhi,Finance,Data Analyst,5,16.22,TensorFlow,1
Chennai,Manufacturing,ML Engineer,11,31.75,PyTorch,0
Bangalore,IT,AI Researcher,6,20.74,ChatGPT,0
Chennai,IT,AI Engineer,4,15.72,AWS AI,1
Hyderabad,Finance,Data Analyst,3,8.38,AWS AI,1
Hyderabad,EdTech,AI Researcher,3,16.47,PyTorch,1
Chennai,Finance,Data Analyst,1,9.74,TensorFlow,1
Bangalore,Finance,Data Scientist,10,23.36,Azure AI,0
Delhi,IT,Data Scientist,5,17.24,AWS AI,0
Delhi,E-commerce,AI Researcher,8,26.37,Scikit-learn,1
Mumbai,IT,AI Researcher,2,11.89,AWS AI,1
Delhi,EdTech,AI Engineer,11,27.53,ChatGPT,1
Pune,EdTech,ML Engineer,8,22.83,PyTorch,1
Bangalore,Manufacturing,Data Analyst,0,5.76,ChatGPT,0
Hyderabad,EdTech,AI Engineer,2,7.39,TensorFlow,0
Delhi,Manufacturing,Data Analyst,5,14.85,PyTorch,1
Pune,Finance,Data Scientist,11,29.22,Azure AI,1
Chennai,IT,Data Scientist,1,6.26,Scikit-learn,1
Hyderabad,Finance,Data Scientist,1,11.21,PyTorch,1
Chennai,IT,Data Analyst,11,30.1,Scikit-learn,0
Pune,IT,AI Engineer,10,23.48,ChatGPT,0
Chennai,EdTech,AI Researcher,9,29.48,Azure AI,1
Hyderabad,Manufacturing,Data Scientist,1,5.97,TensorFlow,0
Pune,Healthcare,Data Scientist,2,8.49,ChatGPT,1
Chennai,IT,ML Engineer,11,30.89,Scikit-learn,1
Chennai,EdTech,Data Analyst,0,4.52,ChatGPT,1
Bangalore,Manufacturing,Data Analyst,9,23.38,Scikit-learn,0
Mumbai,IT,AI Researcher,10,30.33,PyTorch,1
Pune,Manufacturing,Data Scientist,6,17.1,PyTorch,1
Hyderabad,EdTech,AI Researcher,2,12.51,Scikit-learn,1
Delhi,IT,Data Analyst,9,21.41,Azure AI,1
Chennai,IT,ML Engineer,3,15.68,ChatGPT,0
Bangalore,Finance,ML Engineer,11,33.96,ChatGPT,1
Hyderabad,E-commerce,AI Engineer,2,9.04,PyTorch,0
Chennai,Manufacturing,Data Analyst,0,5.76,Scikit-learn,1
Hyderabad,E-commerce,ML Engineer,8,24.9,ChatGPT,1
Delhi,Manufacturing,Data Scientist,5,15.4,PyTorch,1
Chennai,Manufacturing,AI Researcher,9,28.22,AWS AI,1
Chennai,Healthcare,AI Researcher,9,28.82,AWS AI,1
Bangalore,Healthcare,Data Analyst,7,19.6,Azure AI,1
Chennai,IT,Data Analyst,11,28.38,Scikit-learn,1
Mumbai,EdTech,AI Engineer,7,19.1,ChatGPT,1
Delhi,Manufacturing,ML Engineer,6,20.66,Scikit-learn,1
Pune,Finance,AI Researcher,10,30.85,AWS AI,1
Bangalore,Healthcare,AI Engineer,0,5.04,Scikit-learn,1
Delhi,E-commerce,AI Researcher,5,19.37,Azure AI,1
Mumbai,EdTech,ML Engineer,11,30.0,TensorFlow,1
Pune,Healthcare,AI Engineer,1,5.31,Scikit-learn,1
Bangalore,Manufacturing,Data Analyst,9,21.36,PyTorch,1
Hyderabad,E-commerce,Data Scientist,0,3.7,Azure AI,0
Mumbai,Finance,Data Scientist,2,11.64,AWS AI,1
Hyderabad,IT,AI Researcher,3,12.06,TensorFlow,1
Hyderabad,E-commerce,AI Researcher,9,29.79,TensorFlow,1
Bangalore,EdTech,Data Scientist,8,21.88,Scikit-learn,1
Pune,Healthcare,AI Engineer,10,23.27,Scikit-learn,1
Delhi,EdTech,AI Researcher,2,15.56,Azure AI,1
Hyderabad,Finance,ML Engineer,6,19.42,Scikit-learn,0
Chennai,E-commerce,Data Scientist,7,20.49,AWS AI,0
Mumbai,EdTech,ML Engineer,3,10.75,ChatGPT,1
Delhi,EdTech,AI Engineer,7,18.04,TensorFlow,1
Bangalore,EdTech,Data Scientist,1,8.92,Scikit-learn,1
Pune,IT,AI Researcher,4,19.38,TensorFlow,0
Pune,E-commerce,AI Researcher,6,16.88,PyTorch,1
Pune,EdTech,Data Analyst,5,17.43,TensorFlow,1
Mumbai,Healthcare,Data Scientist,4,14.64,AWS AI,0
Bangalore,Healthcare,Data Analyst,10,27.92,TensorFlow,1
Chennai,IT,ML Engineer,10,24.56,ChatGPT,1
Bangalore,Healthcare,Data Scientist,9,23.95,Azure AI,1
Bangalore,Healthcare,Data Scientist,0,4.71,Scikit-learn,1
Mumbai,Manufacturing,ML Engineer,7,24.16,ChatGPT,0
Chennai,IT,AI Researcher,9,29.99,ChatGPT,0
Hyderabad,E-commerce,AI Researcher,8,25.26,Azure AI,1
Pune,IT,Data Analyst,0,4.08,ChatGPT,1
Hyderabad,Healthcare,Data Analyst,3,10.41,AWS AI,1
Hyderabad,Healthcare,AI Researcher,1,11.86,Azure AI,1
Chennai,EdTech,Data Scientist,8,24.64,AWS AI,1
Mumbai,Finance,AI Engineer,11,27.08,ChatGPT,0
Mumbai,IT,Data Analyst,3,12.39,Azure AI,0
Delhi,Healthcare,AI Engineer,7,18.22,PyTorch,0
Hyderabad,IT,Data Analyst,7,16.55,AWS AI,1
Chennai,EdTech,Data Analyst,8,20.13,AWS AI,0
Pune,Healthcare,ML Engineer,0,11.63,TensorFlow,0
Bangalore,EdTech,Data Analyst,6,15.69,Scikit-learn,1
Hyderabad,EdTech,AI Engineer,6,17.95,TensorFlow,1
Delhi,Manufacturing,Data Scientist,8,23.67,Azure AI,1
Pune,Finance,ML Engineer,1,9.54,TensorFlow,1
Bangalore,E-commerce,AI Engineer,0,3.15,PyTorch,1
Delhi,Manufacturing,Data Scientist,1,8.49,AWS AI,0
Pune,Manufacturing,AI Engineer,6,19.73,Scikit-learn,0
Delhi,Manufacturing,Data Analyst,5,18.35,Azure AI,0
Delhi,IT,AI Engineer,2,11.68,ChatGPT,1
Delhi,EdTech,Data Scientist,5,11.7,Scikit-learn,1
Delhi,EdTech,Data Scientist,9,23.34,PyTorch,1
Chennai,IT,AI Engineer,4,14.2,Azure AI,1
Hyderabad,IT,AI Researcher,0,12.6,ChatGPT,1
Delhi,Manufacturing,ML Engineer,0,10.25,AWS AI,0
Chennai,Finance,AI Engineer,1,6.33,PyTorch,1
Pune,Healthcare,Data Scientist,4,9.79,ChatGPT,1
Bangalore,Healthcare,Data Analyst,2,8.12,ChatGPT,1
Pune,E-commerce,Data Analyst,1,8.17,ChatGPT,0
Delhi,Healthcare,AI Engineer,4,10.74,Azure AI,1
Delhi,Finance,Data Scientist,9,21.84,AWS AI,1
Pune,Manufacturing,AI Engineer,3,11.48,PyTorch,1
Delhi,IT,AI Engineer,0,3.47,ChatGPT,0
Bangalore,E-commerce,Data Scientist,10,25.08,Scikit-learn,1
Mumbai,E-commerce,Data Scientist,4,15.0,AWS AI,1
Hyderabad,Healthcare,ML Engineer,3,13.53,Azure AI,1
Delhi,IT,ML Engineer,1,13.0,Azure AI,1
Mumbai,Manufacturing,AI Researcher,6,22.0,Scikit-learn,0
Bangalore,Manufacturing,AI Engineer,0,8.5,AWS AI,0
Delhi,E-commerce,Data Scientist,4,10.96,Azure AI,1
Hyderabad,EdTech,AI Researcher,2,13.58,ChatGPT,1
Delhi,IT,AI Engineer,11,29.54,Azure AI,1
Chennai,EdTech,Data Analyst,9,23.22,Scikit-learn,1
Delhi,IT,ML Engineer,0,8.25,ChatGPT,0
Bangalore,Manufacturing,AI Engineer,8,20.05,Azure AI,1
Mumbai,Manufacturing,Data Analyst,0,7.07,ChatGPT,0
Chennai,E-commerce,AI Researcher,8,21.36,Azure AI,0
Delhi,EdTech,AI Researcher,7,21.87,AWS AI,1
Delhi,Healthcare,Data Scientist,5,13.02,AWS AI,0
Hyderabad,Finance,AI Engineer,11,23.43,ChatGPT,0
Mumbai,EdTech,AI Engineer,10,27.4,ChatGPT,1
Mumbai,Finance,AI Engineer,0,3.42,TensorFlow,0
Delhi,EdTech,ML Engineer,1,12.03,Azure AI,1
Pune,Finance,AI Researcher,4,17.52,ChatGPT,0
Bangalore,EdTech,ML Engineer,4,15.74,ChatGPT,0
Bangalore,Healthcare,AI Engineer,0,5.35,Azure AI,1
Bangalore,Manufacturing,AI Engineer,4,10.81,Scikit-learn,1
Pune,IT,Data Scientist,7,20.68,AWS AI,1
Chennai,EdTech,Data Analyst,2,11.19,PyTorch,1
Mumbai,Healthcare,AI Researcher,8,24.75,Azure AI,1
Chennai,Manufacturing,ML Engineer,8,23.91,Scikit-learn,0
Hyderabad,E-commerce,Data Analyst,7,19.12,ChatGPT,1
Hyderabad,EdTech,ML Engineer,1,10.59,PyTorch,0
Mumbai,Manufacturing,AI Engineer,2,9.02,AWS AI,1
Delhi,Healthcare,Data Analyst,10,28.52,PyTorch,1
Bangalore,E-commerce,Data Scientist,1,6.43,Scikit-learn,0
Delhi,EdTech,Data Scientist,7,15.68,Azure AI,1
Bangalore,Healthcare,Data Analyst,9,26.64,Azure AI,0
Hyderabad,Manufacturing,AI Researcher,11,35.16,Azure AI,0
Pune,Finance,AI Engineer,6,14.8,Scikit-learn,1
Mumbai,Manufacturing,ML Engineer,4,14.5,PyTorch,0
Chennai,Manufacturing,ML Engineer,10,24.6,Scikit-learn,1
Mumbai,Finance,Data Scientist,10,22.92,TensorFlow,1
Mumbai,Manufacturing,Data Scientist,0,5.48,PyTorch,1
Chennai,EdTech,AI Researcher,0,9.71,PyTorch,1
Pune,E-commerce,ML Engineer,5,20.58,AWS AI,1
Bangalore,EdTech,AI Researcher,9,26.72,AWS AI,0
Pune,E-commerce,AI Engineer,4,13.91,AWS AI,1
Pune,Manufacturing,Data Scientist,5,16.34,TensorFlow,1
Chennai,EdTech,Data Scientist,10,24.42,AWS AI,0
Pune,Finance,Data Analyst,3,13.32,PyTorch,1
Pune,IT,AI Researcher,2,12.38,PyTorch,0
Hyderabad,EdTech,AI Researcher,10,30.67,PyTorch,0
Bangalore,E-commerce,ML Engineer,7,24.86,PyTorch,0
Bangalore,E-commerce,AI Researcher,2,14.5,Azure AI,1
Delhi,Finance,AI Engineer,2,11.09,Azure AI,1
Delhi,E-commerce,AI Engineer,3,10.37,Azure AI,1
Pune,E-commerce,AI Engineer,4,14.92,TensorFlow,1
Mumbai,Healthcare,ML Engineer,0,9.38,Azure AI,1
Mumbai,EdTech,ML Engineer,6,23.19,Scikit-learn,1
Delhi,Manufacturing,AI Engineer,8,23.02,PyTorch,1
Bangalore,E-commerce,Data Analyst,6,19.68,AWS AI,1
Chennai,E-commerce,AI Researcher,0,9.64,AWS AI,1
Chennai,EdTech,ML Engineer,11,27.46,Azure AI,1
Hyderabad,Healthcare,ML Engineer,0,8.3,AWS AI,1
Chennai,IT,ML Engineer,7,23.53,Scikit-learn,1
Bangalore,Healthcare,AI Researcher,10,32.43,PyTorch,0
Bangalore,EdTech,Data Scientist,9,21.99,AWS AI,0
Delhi,E-commerce,AI Researcher,11,31.59,TensorFlow,0
Chennai,Finance,ML Engineer,3,12.51,Scikit-learn,1
Pune,Manufacturing,AI Engineer,3,10.18,Scikit-learn,1
Hyderabad,EdTech,Data Scientist,11,26.03,Azure AI,0
Chennai,Manufacturing,ML Engineer,4,15.24,TensorFlow,1
Chennai,Manufacturing,Data Analyst,10,25.66,Azure AI,1
Delhi,IT,AI Engineer,9,22.68,TensorFlow,0
Chennai,EdTech,Data Scientist,1,9.07,ChatGPT,1
Pune,IT,Data Analyst,2,9.96,ChatGPT,1
Pune,Finance,AI Engineer,9,23.74,Azure AI,1
Bangalore,Healthcare,Data Analyst,11,29.18,TensorFlow,0
Mumbai,IT,Data Analyst,6,19.58,AWS AI,1
Bangalore,E-commerce,Data Scientist,0,5.52,TensorFlow,1
Hyderabad,IT,Data Analyst,5,12.49,Azure AI,1
Mumbai,EdTech,Data Analyst,5,15.47,AWS AI,1
Chennai,Manufacturing,AI Researcher,5,19.56,ChatGPT,1
Bangalore,Healthcare,ML Engineer,2,10.56,Azure AI,1
Bangalore,Manufacturing,Data Scientist,3,10.54,Azure AI,1
Pune,IT,Data Analyst,6,18.07,AWS AI,0
Bangalore,Finance,AI Researcher,0,12.46,TensorFlow,1
Pune,IT,AI Engineer,6,17.58,Scikit-learn,1
Chennai,Finance,ML Engineer,6,19.63,ChatGPT,1
Mumbai,EdTech,AI Researcher,1,11.57,AWS AI,0
Mumbai,E-commerce,Data Scientist,6,20.71,ChatGPT,1
Chennai,IT,AI Researcher,11,27.83,Scikit-learn,0
Hyderabad,IT,Data Scientist,1,10.45,Azure AI,0
Delhi,Manufacturing,AI Engineer,8,20.17,PyTorch,1
Bangalore,Finance,Data Scientist,10,22.74,Azure AI,1
Mumbai,Manufacturing,ML Engineer,7,24.24,ChatGPT,0
Bangalore,EdTech,AI Engineer,2,7.36,PyTorch,0
Chennai,Healthcare,AI Engineer,7,21.42,AWS AI,0
Mumbai,E-commerce,AI Researcher,5,23.41,Scikit-learn,1
Delhi,IT,AI Engineer,0,3.88,ChatGPT,1
Delhi,E-commerce,AI Engineer,11,22.96,PyTorch,0
Hyderabad,Finance,AI Engineer,7,19.04,Scikit-learn,0
Hyderabad,Manufacturing,Data Scientist,10,25.46,Azure AI,1
Delhi,IT,AI Engineer,1,6.63,TensorFlow,1
Mumbai,Healthcare,ML Engineer,7,18.74,Azure AI,0
Delhi,Finance,Data Scientist,10,23.1,Scikit-learn,1
Chennai,IT,Data Scientist,3,14.49,TensorFlow,0
Chennai,EdTech,AI Researcher,9,30.45,AWS AI,1
Delhi,Finance,AI Researcher,3,15.48,AWS AI,1
Chennai,IT,AI Researcher,8,22.39,PyTorch,1
Mumbai,Finance,Data Analyst,6,19.75,Azure AI,1
Hyderabad,IT,AI Engineer,5,17.79,PyTorch,1
Pune,EdTech,ML Engineer,4,11.9,Azure AI,0
Delhi,IT,AI Researcher,5,20.64,Scikit-learn,1
Hyderabad,E-commerce,Data Analyst,10,24.55,TensorFlow,1
Chennai,IT,AI Researcher,7,23.08,TensorFlow,1
Bangalore,E-commerce,Data Analyst,1,3.95,ChatGPT,1
Delhi,Manufacturing,AI Researcher,7,21.17,TensorFlow,1
Pune,Manufacturing,AI Engineer,0,6.31,ChatGPT,1
Chennai,EdTech,AI Researcher,9,27.86,AWS AI,1
Chennai,EdTech,AI Researcher,7,22.3,PyTorch,1
Delhi,Finance,AI Engineer,4,12.72,Azure AI,1
Delhi,Finance,AI Engineer,5,13.48,Scikit-learn,1
Mumbai,E-commerce,Data Analyst,6,17.53,PyTorch,0
Hyderabad,Healthcare,Data Analyst,2,7.19,TensorFlow,1
Delhi,IT,AI Researcher,7,25.82,PyTorch,1
Chennai,EdTech,ML Engineer,5,17.72,AWS AI,0
Delhi,Healthcare,Data Analyst,10,25.2,AWS AI,1
Pune,Finance,Data Scientist,10,21.97,Scikit-learn,1
Delhi,Manufacturing,AI Researcher,9,25.46,TensorFlow,0
Hyderabad,Finance,AI Researcher,4,21.41,PyTorch,1
Pune,Manufacturing,AI Researcher,6,21.21,TensorFlow,1
Bangalore,EdTech,ML Engineer,7,21.47,TensorFlow,1
Mumbai,IT,AI Engineer,7,21.5,Scikit-learn,1
Mumbai,EdTech,Data Scientist,0,5.45,AWS AI,1
Mumbai,EdTech,Data Scientist,2,11.69,PyTorch,1
Hyderabad,Manufacturing,Data Analyst,8,20.05,ChatGPT,1
Hyderabad,Manufacturing,Data Scientist,10,24.61,ChatGPT,0
Delhi,Manufacturing,Data Scientist,7,20.9,TensorFlow,0
Mumbai,Healthcare,Data Scientist,9,21.84,Azure AI,1
Chennai,Finance,Data Scientist,6,16.55,Scikit-learn,0
Delhi,Healthcare,AI Engineer,1,7.17,Azure AI,1
Hyderabad,Healthcare,Data Scientist,5,13.96,TensorFlow,1
Chennai,E-commerce,ML Engineer,3,14.12,Scikit-learn,1
Pune,IT,Data Scientist,10,23.57,Scikit-learn,1
Pune,E-commerce,ML Engineer,4,15.78,Azure AI,0
Hyderabad,E-commerce,AI Researcher,9,26.21,Azure AI,1
Pune,Finance,Data Analyst,2,10.0,Azure AI,1
Pune,E-commerce,Data Analyst,10,28.69,ChatGPT,0
Pune,Manufacturing,ML Engineer,3,17.4,Scikit-learn,1
Pune,Healthcare,ML Engineer,2,10.27,AWS AI,1
Mumbai,Healthcare,Data Analyst,3,10.37,AWS AI,0
Bangalore,E-commerce,Data Analyst,8,22.22,TensorFlow,1
Pune,E-commerce,AI Engineer,3,13.8,TensorFlow,0
Hyderabad,Healthcare,ML Engineer,8,21.72,TensorFlow,1
Pune,Finance,Data Scientist,2,13.53,PyTorch,1
Hyderabad,IT,ML Engineer,1,10.23,AWS AI,0
Hyderabad,IT,Data Scientist,10,26.11,ChatGPT,1
Pune,Finance,Data Analyst,0,9.86,TensorFlow,1
Delhi,Healthcare,Data Analyst,3,10.72,PyTorch,1
Delhi,Healthcare,AI Engineer,11,26.43,ChatGPT,1
Chennai,E-commerce,ML Engineer,0,4.56,ChatGPT,0
Delhi,IT,Data Analyst,9,26.66,Azure AI,1
Pune,Manufacturing,ML Engineer,5,19.52,ChatGPT,1
Bangalore,Finance,AI Engineer,10,22.48,TensorFlow,1
Bangalore,Finance,Data Scientist,11,26.37,Scikit-learn,1
Mumbai,E-commerce,Data Scientist,1,6.95,Scikit-learn,0
Pune,E-commerce,ML Engineer,10,28.44,Azure AI,1
Delhi,Manufacturing,AI Researcher,6,22.15,AWS AI,1
Chennai,E-commerce,ML Engineer,7,21.65,Azure AI,0
Bangalore,EdTech,Data Scientist,3,12.54,Scikit-learn,1
Mumbai,EdTech,AI Engineer,5,16.68,Scikit-learn,1
Bangalore,EdTech,Data Analyst,2,7.38,AWS AI,0
Hyderabad,Healthcare,Data Scientist,11,25.48,AWS AI,0
Mumbai,IT,AI Researcher,0,10.57,Scikit-learn,0
Bangalore,EdTech,AI Researcher,5,20.16,AWS AI,1
Pune,EdTech,ML Engineer,5,19.11,Scikit-learn,0
Mumbai,Manufacturing,Data Scientist,7,17.74,PyTorch,1
Hyderabad,Manufacturing,AI Engineer,9,22.42,PyTorch,1
Pune,E-commerce,AI Researcher,9,26.36,AWS AI,1
Mumbai,E-commerce,Data Scientist,2,5.73,PyTorch,1
Hyderabad,Healthcare,Data Analyst,11,23.84,AWS AI,1
Mumbai,EdTech,AI Researcher,10,30.94,Azure AI,0
Chennai,Healthcare,Data Analyst,5,19.17,PyTorch,0
Delhi,Healthcare,ML Engineer,7,19.97,TensorFlow,0
Chennai,Healthcare,Data Scientist,11,27.39,TensorFlow,0
Mumbai,Healthcare,ML Engineer,10,26.19,AWS AI,0
Mumbai,E-commerce,Data Scientist,5,16.67,AWS AI,1
Pune,E-commerce,AI Engineer,6,17.48,ChatGPT,1
Chennai,EdTech,Data Analyst,5,16.41,ChatGPT,1
Hyderabad,Manufacturing,Data Scientist,5,14.51,Scikit-learn,1
Pune,Finance,ML Engineer,0,9.36,Scikit-learn,1
Bangalore,Manufacturing,ML Engineer,8,23.73,Azure AI,1
Pune,EdTech,AI Engineer,3,6.87,AWS AI,1
Mumbai,EdTech,ML Engineer,2,10.63,AWS AI,1
Delhi,IT,Data Scientist,5,15.35,ChatGPT,0
Delhi,Manufacturing,AI Researcher,8,27.02,PyTorch,1
Bangalore,E-commerce,Data Analyst,0,3.0,PyTorch,1
Chennai,Finance,Data Scientist,3,10.28,ChatGPT,0
Hyderabad,Healthcare,AI Researcher,7,22.29,PyTorch,1
Hyderabad,E-commerce,ML Engineer,8,21.94,Azure AI,0
Chennai,Finance,AI Engineer,10,27.75,ChatGPT,1
Delhi,E-commerce,AI Engineer,5,11.91,Scikit-learn,1
Bangalore,Finance,ML Engineer,1,10.39,TensorFlow,1
Chennai,Healthcare,Data Analyst,5,14.8,Azure AI,1
Bangalore,Manufacturing,Data Scientist,4,14.06,Azure AI,0
Chennai,EdTech,AI Engineer,0,7.56,TensorFlow,1
Mumbai,Finance,Data Analyst,4,13.26,Scikit-learn,1
Hyderabad,Healthcare,Data Scientist,9,21.82,TensorFlow,1
Chennai,Finance,ML Engineer,10,28.05,Scikit-learn,1
Bangalore,EdTech,Data Scientist,9,19.53,PyTorch,1
Bangalore,IT,Data Analyst,6,16.53,TensorFlow,0
Delhi,EdTech,AI Researcher,4,17.92,PyTorch,0
Mumbai,Healthcare,ML Engineer,6,19.78,TensorFlow,0
Chennai,EdTech,Data Analyst,2,7.39,Azure AI,1
Pune,Healthcare,ML Engineer,7,22.04,Azure AI,1
Hyderabad,Manufacturing,Data Scientist,2,6.66,Azure AI,0
Pune,E-commerce,ML Engineer,6,20.35,ChatGPT,1
Bangalore,Finance,Data Scientist,7,16.33,Scikit-learn,1
Hyderabad,IT,ML Engineer,11,31.57,PyTorch,1
Bangalore,Finance,AI Engineer,4,15.23,AWS AI,1
Hyderabad,Healthcare,ML Engineer,11,28.08,PyTorch,1
Hyderabad,IT,Data Analyst,8,22.0,Scikit-learn,0
Chennai,EdTech,AI Engineer,1,7.1,Azure AI,0
Delhi,Finance,ML Engineer,3,14.98,TensorFlow,1
Bangalore,Healthcare,Data Analyst,1,6.63,PyTorch,1
Chennai,Manufacturing,ML Engineer,4,15.29,AWS AI,1
Chennai,Manufacturing,Data Scientist,7,21.73,PyTorch,1
Hyderabad,E-commerce,Data Analyst,6,18.49,PyTorch,1
Chennai,EdTech,AI Engineer,11,25.9,AWS AI,1
Mumbai,E-commerce,Data Analyst,5,19.16,Azure AI,0
Bangalore,IT,AI Researcher,11,29.92,AWS AI,1
Mumbai,Manufacturing,AI Engineer,6,16.63,Azure AI,1
Mumbai,EdTech,Data Scientist,6,14.79,Scikit-learn,0
Delhi,Finance,AI Engineer,2,10.15,Scikit-learn,1
Pune,Finance,Data Scientist,10,23.91,Azure AI,1
Pune,Manufacturing,Data Analyst,6,20.05,Azure AI,0
Bangalore,Manufacturing,Data Scientist,11,25.89,PyTorch,0
Mumbai,Manufacturing,AI Researcher,5,18.05,TensorFlow,1
Delhi,IT,AI Researcher,6,20.22,Scikit-learn,1
Hyderabad,IT,Data Scientist,2,8.88,Azure AI,1
Mumbai,Healthcare,ML Engineer,10,28.45,ChatGPT,1
Bangalore,Finance,Data Scientist,2,10.81,PyTorch,0
Chennai,EdTech,ML Engineer,11,31.05,TensorFlow,0
Delhi,Finance,AI Engineer,8,17.33,AWS AI,1
Bangalore,EdTech,Data Analyst,1,3.82,ChatGPT,0
Bangalore,E-commerce,AI Engineer,0,7.96,Azure AI,1
Hyderabad,Finance,ML Engineer,3,14.12,Azure AI,1
Chennai,IT,AI Engineer,8,21.15,AWS AI,0
Delhi,E-commerce,AI Researcher,2,18.1,ChatGPT,1
Pune,EdTech,Data Analyst,1,7.0,AWS AI,1
Bangalore,EdTech,Data Scientist,4,12.11,TensorFlow,1
Delhi,Manufacturing,Data Analyst,9,21.19,PyTorch,1
Mumbai,Manufacturing,AI Engineer,1,9.58,PyTorch,0
Hyderabad,IT,Data Scientist,7,20.53,Scikit-learn,1
Chennai,Healthcare,Data Scientist,6,19.48,ChatGPT,0
Delhi,E-commerce,AI Engineer,5,17.76,Scikit-learn,1
Delhi,Manufacturing,AI Researcher,0,8.87,Azure AI,1
Chennai,Healthcare,Data Scientist,6,17.85,TensorFlow,0
Chennai,Healthcare,Data Analyst,1,7.75,TensorFlow,0
Mumbai,E-commerce,AI Engineer,5,15.62,AWS AI,1
Chennai,E-commerce,AI Researcher,8,28.06,PyTorch,1
Mumbai,IT,AI Researcher,5,21.74,PyTorch,0
Delhi,EdTech,Data Analyst,6,18.01,ChatGPT,0
Bangalore,Healthcare,AI Researcher,3,15.04,ChatGPT,1
Hyderabad,Manufacturing,AI Engineer,4,11.81,Azure AI,1
Hyderabad,Finance,Data Analyst,0,5.63,TensorFlow,1
Mumbai,Manufacturing,AI Engineer,1,9.13,Azure AI,0
Chennai,E-commerce,AI Researcher,7,26.91,ChatGPT,0
Delhi,Manufacturing,Data Analyst,1,4.43,Azure AI,0
Chennai,Finance,AI Engineer,8,21.22,ChatGPT,1
Chennai,Healthcare,AI Researcher,8,21.15,Azure AI,1
Mumbai,IT,Data Scientist,9,21.26,TensorFlow,0
Bangalore,IT,AI Researcher,3,18.44,Azure AI,0
Pune,IT,Data Scientist,2,10.59,Azure AI,1
Chennai,Manufacturing,Data Scientist,1,8.39,TensorFlow,0
Chennai,IT,AI Engineer,5,20.77,TensorFlow,1
Delhi,Healthcare,Data Scientist,0,5.07,PyTorch,1
Delhi,IT,Data Analyst,0,3.0,Scikit-learn,1
Pune,IT,ML Engineer,1,12.51,Azure AI,1
Delhi,Manufacturing,Data Scientist,9,22.1,PyTorch,0
Chennai,Manufacturing,ML Engineer,1,11.29,TensorFlow,1
Delhi,Healthcare,Data Analyst,0,3.0,Azure AI,1
Mumbai,Manufacturing,AI Engineer,8,21.62,Scikit-learn,1
Chennai,IT,Data Scientist,5,14.76,ChatGPT,0
Hyderabad,Healthcare,AI Engineer,6,15.64,AWS AI,1
Hyderabad,Manufacturing,AI Engineer,5,14.78,Azure AI,1
Delhi,Finance,ML Engineer,9,25.09,ChatGPT,1
Chennai,Manufacturing,Data Scientist,6,18.93,PyTorch,1
Pune,Manufacturing,Data Scientist,2,9.97,Azure AI,0
Pune,EdTech,AI Engineer,0,4.06,Scikit-learn,1
Delhi,Healthcare,ML Engineer,5,21.14,ChatGPT,1
Pune,E-commerce,Data Analyst,6,17.14,TensorFlow,1
Bangalore,EdTech,AI Engineer,3,9.13,Scikit-learn,1
Bangalore,Manufacturing,Data Analyst,8,22.23,Azure AI,1
Delhi,EdTech,ML Engineer,2,10.76,Scikit-learn,1
Pune,Healthcare,Data Analyst,0,3.89,ChatGPT,1
Delhi,Healthcare,ML Engineer,1,12.63,PyTorch,0
Bangalore,IT,Data Scientist,1,5.87,PyTorch,1
Chennai,E-commerce,AI Engineer,1,6.59,AWS AI,1
Delhi,Manufacturing,ML Engineer,6,18.94,Scikit-learn,1
Delhi,Healthcare,Data Scientist,11,27.92,Scikit-learn,1
Hyderabad,IT,AI Engineer,8,20.85,AWS AI,1
Pune,IT,ML Engineer,9,26.67,Scikit-learn,0
Mumbai,Finance,Data Scientist,9,18.31,ChatGPT,1
Chennai,IT,AI Researcher,10,28.55,ChatGPT,0
Bangalore,E-commerce,ML Engineer,8,23.61,AWS AI,1
Chennai,Finance,Data Scientist,3,11.35,PyTorch,0
Delhi,EdTech,AI Researcher,1,10.09,ChatGPT,0
Chennai,IT,AI Researcher,3,13.42,Azure AI,1
Hyderabad,Healthcare,AI Engineer,1,7.86,Scikit-learn,0
Hyderabad,Finance,Data Analyst,10,26.49,ChatGPT,1
Delhi,EdTech,Data Scientist,11,25.33,PyTorch,1
Bangalore,Healthcare,AI Engineer,9,26.03,PyTorch,1
