city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Phoenix,EdTech,ML Engineer,6,21.74,PyTorch,0
Philadelphia,Finance,Data Analyst,2,4.97,Scikit-learn,1
San Diego,Manufacturing,Data Scientist,10,25.07,PyTorch,1
New York,Healthcare,ML Engineer,0,7.95,TensorFlow,1
Los Angeles,Manufacturing,AI Engineer,8,22.92,Scikit-learn,1
Chicago,Manufacturing,Data Scientist,0,4.95,AWS AI,0
Houston,Manufacturing,Data Scientist,0,6.59,ChatGPT,1
Chicago,IT,AI Engineer,0,4.14,PyTorch,1
San Diego,Manufacturing,ML Engineer,10,28.01,PyTorch,1
Houston,Healthcare,Data Scientist,2,9.98,ChatGPT,0
San Diego,Manufacturing,AI Engineer,9,26.47,AWS AI,1
Houston,Healthcare,ML Engineer,10,26.99,AWS AI,0
Chicago,Manufacturing,Data Scientist,0,5.51,PyTorch,0
San Jose,IT,Data Scientist,9,20.93,TensorFlow,1
Dallas,Finance,ML Engineer,2,16.46,Scikit-learn,1
Los Angeles,IT,ML Engineer,11,34.52,ChatGPT,1
San Diego,Finance,AI Researcher,2,15.91,Scikit-learn,0
Dallas,IT,Data Scientist,7,18.47,Azure AI,0
San Jose,E-commerce,Data Scientist,0,3.0,Scikit-learn,1
Philadelphia,EdTech,Data Analyst,5,16.56,ChatGPT,1
New York,IT,AI Researcher,9,27.08,ChatGPT,1
San Antonio,Healthcare,AI Researcher,7,27.46,PyTorch,0
San Antonio,IT,ML Engineer,9,29.16,AWS AI,1
Philadelphia,E-commerce,ML Engineer,9,29.87,Scikit-learn,1
San Jose,Healthcare,Data Analyst,10,28.79,TensorFlow,1
Chicago,Healthcare,AI Researcher,4,17.97,AWS AI,0
Houston,EdTech,ML Engineer,11,30.8,PyTorch,1
Philadelphia,EdTech,Data Analyst,1,6.06,ChatGPT,1
Phoenix,Manufacturing,AI Researcher,2,17.02,TensorFlow,1
Phoenix,EdTech,AI Engineer,7,18.47,TensorFlow,1
Los Angeles,Finance,AI Researcher,4,16.28,ChatGPT,1
San Diego,E-commerce,AI Engineer,9,24.27,Azure AI,1
New York,Manufacturing,Data Scientist,9,23.55,TensorFlow,1
Philadelphia,IT,AI Engineer,2,8.28,Azure AI,1
Phoenix,IT,AI Researcher,10,32.0,PyTorch,1
Los Angeles,Finance,Data Scientist,9,21.65,Azure AI,1
San Jose,Finance,Data Scientist,8,23.54,TensorFlow,0
Philadelphia,IT,ML Engineer,9,27.31,TensorFlow,1
Los Angeles,Finance,Data Analyst,10,26.95,Scikit-learn,1
Chicago,E-commerce,AI Researcher,0,8.05,AWS AI,0
Chicago,Healthcare,AI Researcher,10,29.01,ChatGPT,1
San Diego,E-commerce,ML Engineer,2,13.61,Scikit-learn,1
San Antonio,EdTech,ML Engineer,3,13.47,TensorFlow,1
San Diego,EdTech,Data Analyst,2,11.16,AWS AI,1
Houston,EdTech,AI Engineer,2,7.79,ChatGPT,1
Phoenix,Finance,ML Engineer,5,21.68,Scikit-learn,1
Los Angeles,E-commerce,AI Engineer,7,18.11,Scikit-learn,1
San Jose,Manufacturing,AI Engineer,9,20.68,ChatGPT,1
Chicago,Manufacturing,AI Researcher,3,15.81,Scikit-learn,1
New York,EdTech,ML Engineer,1,7.97,ChatGPT,1
Houston,IT,AI Engineer,0,5.56,PyTorch,1
San Antonio,E-commerce,Data Scientist,5,16.22,ChatGPT,1
Dallas,IT,AI Engineer,10,24.25,TensorFlow,1
San Jose,Healthcare,ML Engineer,6,20.49,TensorFlow,1
Phoenix,Healthcare,AI Researcher,0,10.75,Azure AI,1
Philadelphia,Manufacturing,ML Engineer,11,29.0,PyTorch,0
New York,E-commerce,AI Engineer,0,3.37,Azure AI,1
Houston,Healthcare,AI Engineer,1,6.08,Azure AI,1
New York,E-commerce,AI Researcher,8,27.6,TensorFlow,1
Phoenix,Manufacturing,Data Analyst,8,18.39,TensorFlow,0
Philadelphia,IT,ML Engineer,6,22.13,Scikit-learn,1
San Antonio,EdTech,AI Researcher,8,32.0,Scikit-learn,1
Phoenix,E-commerce,AI Engineer,5,14.65,TensorFlow,1
Phoenix,Finance,AI Engineer,11,26.97,PyTorch,1
Philadelphia,IT,AI Researcher,0,8.98,Azure AI,1
San Diego,EdTech,AI Engineer,7,18.98,PyTorch,1
San Diego,Manufacturing,ML Engineer,9,28.42,TensorFlow,1
San Antonio,EdTech,AI Engineer,10,26.27,TensorFlow,1
Phoenix,E-commerce,AI Engineer,3,11.13,PyTorch,1
San Jose,EdTech,Data Scientist,4,16.84,AWS AI,1
Philadelphia,IT,ML Engineer,10,28.29,ChatGPT,0
Dallas,E-commerce,Data Scientist,7,17.49,AWS AI,1
Chicago,Healthcare,Data Analyst,1,5.81,TensorFlow,0
San Jose,E-commerce,ML Engineer,2,11.39,AWS AI,1
Philadelphia,EdTech,AI Researcher,11,31.32,Azure AI,1
San Diego,Manufacturing,Data Scientist,6,15.64,PyTorch,1
Philadelphia,EdTech,ML Engineer,10,29.1,ChatGPT,1
Houston,Healthcare,ML Engineer,2,11.54,AWS AI,1
Los Angeles,Healthcare,ML Engineer,5,18.96,TensorFlow,1
San Antonio,Finance,AI Engineer,8,25.3,PyTorch,1
San Diego,E-commerce,Data Analyst,10,24.23,PyTorch,1
Los Angeles,E-commerce,Data Analyst,8,20.95,PyTorch,0
Houston,IT,ML Engineer,10,26.33,ChatGPT,0
Los Angeles,Manufacturing,Data Analyst,2,9.45,Azure AI,1
Phoenix,Finance,AI Engineer,5,15.74,ChatGPT,0
Phoenix,E-commerce,AI Researcher,3,19.56,Azure AI,1
Phoenix,EdTech,Data Analyst,1,6.73,TensorFlow,0
San Jose,Healthcare,Data Analyst,0,3.0,AWS AI,1
San Antonio,IT,Data Analyst,4,16.95,Azure AI,1
Phoenix,Healthcare,Data Scientist,2,11.08,TensorFlow,1
Chicago,IT,ML Engineer,10,29.49,PyTorch,1
New York,Healthcare,Data Analyst,7,20.14,TensorFlow,1
San Jose,Healthcare,Data Analyst,0,6.23,Scikit-learn,1
San Antonio,EdTech,AI Researcher,0,8.65,Azure AI,1
Chicago,EdTech,ML Engineer,1,12.73,AWS AI,1
San Jose,E-commerce,AI Researcher,1,10.13,ChatGPT,1
San Antonio,Healthcare,AI Researcher,4,20.7,ChatGPT,1
Phoenix,Finance,AI Researcher,10,28.91,ChatGPT,1
San Antonio,Finance,ML Engineer,5,17.55,Scikit-learn,1
San Jose,Healthcare,ML Engineer,11,32.51,Azure AI,1
San Diego,EdTech,AI Researcher,9,28.81,Azure AI,1
San Diego,Manufacturing,ML Engineer,8,29.12,PyTorch,0
San Jose,EdTech,AI Engineer,7,16.87,AWS AI,1
New York,Healthcare,AI Researcher,4,19.41,AWS AI,1
San Diego,Manufacturing,AI Engineer,2,8.23,ChatGPT,1
Phoenix,Healthcare,Data Analyst,2,8.2,PyTorch,1
San Antonio,EdTech,Data Analyst,6,23.3,Scikit-learn,1
Phoenix,IT,AI Researcher,11,31.88,PyTorch,1
San Diego,Manufacturing,ML Engineer,10,30.52,AWS AI,1
Philadelphia,Healthcare,ML Engineer,0,5.98,Azure AI,0
Chicago,Manufacturing,Data Scientist,10,21.65,Azure AI,1
Phoenix,Manufacturing,ML Engineer,8,22.34,Scikit-learn,0
Dallas,Healthcare,AI Engineer,0,3.0,TensorFlow,1
Dallas,EdTech,AI Researcher,4,13.86,Scikit-learn,1
Philadelphia,EdTech,Data Analyst,4,13.38,AWS AI,1
New York,Finance,ML Engineer,2,9.76,AWS AI,0
Dallas,Healthcare,Data Scientist,8,20.11,Scikit-learn,0
Phoenix,EdTech,Data Analyst,10,27.89,AWS AI,1
San Antonio,Healthcare,ML Engineer,7,24.15,Scikit-learn,1
New York,EdTech,Data Scientist,7,19.73,TensorFlow,1
Chicago,Finance,AI Engineer,2,7.07,ChatGPT,1
San Antonio,EdTech,ML Engineer,1,10.83,Azure AI,1
New York,Finance,Data Scientist,2,11.65,AWS AI,1
Phoenix,IT,AI Engineer,3,10.97,ChatGPT,1
Chicago,IT,AI Researcher,0,7.91,TensorFlow,1
Chicago,IT,Data Analyst,9,21.34,AWS AI,0
San Diego,Manufacturing,Data Analyst,10,23.98,PyTorch,0
Philadelphia,E-commerce,AI Engineer,9,23.97,TensorFlow,1
Los Angeles,Manufacturing,AI Researcher,3,17.06,PyTorch,1
Los Angeles,Finance,Data Scientist,2,6.64,PyTorch,1
Phoenix,Finance,AI Researcher,4,21.77,AWS AI,1
New York,Manufacturing,Data Analyst,11,27.6,Azure AI,0
Phoenix,Finance,AI Engineer,3,15.13,Azure AI,1
Chicago,Finance,Data Scientist,3,10.47,PyTorch,0
Chicago,IT,Data Analyst,3,9.95,PyTorch,1
Los Angeles,Manufacturing,ML Engineer,5,19.91,ChatGPT,1
New York,Finance,AI Researcher,4,20.16,PyTorch,1
Houston,Manufacturing,Data Analyst,2,7.68,Azure AI,1
Dallas,E-commerce,Data Analyst,1,7.68,TensorFlow,1
Philadelphia,IT,Data Analyst,7,21.44,TensorFlow,0
Philadelphia,IT,AI Researcher,8,29.45,TensorFlow,1
San Jose,E-commerce,AI Engineer,8,18.82,Azure AI,1
San Jose,Finance,AI Researcher,3,15.19,ChatGPT,0
New York,IT,Data Scientist,2,12.79,Scikit-learn,1
Los Angeles,EdTech,AI Researcher,2,16.03,Azure AI,1
Philadelphia,IT,Data Analyst,2,11.02,PyTorch,1
Chicago,Manufacturing,AI Researcher,3,17.13,PyTorch,1
San Jose,Finance,Data Scientist,2,10.65,ChatGPT,1
Phoenix,EdTech,Data Scientist,0,8.11,PyTorch,1
Philadelphia,E-commerce,ML Engineer,4,16.18,PyTorch,0
Philadelphia,EdTech,AI Researcher,7,24.28,Azure AI,1
San Diego,Healthcare,AI Engineer,8,20.23,Scikit-learn,1
Chicago,EdTech,AI Researcher,10,31.77,PyTorch,0
San Antonio,EdTech,AI Researcher,7,24.3,Scikit-learn,1
Chicago,E-commerce,ML Engineer,1,8.06,ChatGPT,1
Phoenix,Manufacturing,Data Analyst,1,4.64,Scikit-learn,1
New York,IT,Data Scientist,8,23.43,TensorFlow,1
Phoenix,EdTech,Data Scientist,3,9.39,Scikit-learn,0
Chicago,E-commerce,Data Analyst,4,14.22,Scikit-learn,0
Los Angeles,Healthcare,ML Engineer,3,15.39,Azure AI,0
Dallas,IT,ML Engineer,11,31.59,AWS AI,1
Los Angeles,Healthcare,AI Researcher,5,21.91,Azure AI,1
San Jose,Finance,Data Scientist,0,5.6,TensorFlow,1
San Jose,Manufacturing,Data Scientist,7,18.46,Azure AI,1
San Diego,EdTech,AI Engineer,6,14.93,Azure AI,1
San Diego,E-commerce,Data Scientist,5,13.14,ChatGPT,1
New York,EdTech,ML Engineer,3,13.55,TensorFlow,1
New York,IT,Data Analyst,11,23.62,PyTorch,1
San Antonio,IT,ML Engineer,7,23.76,TensorFlow,0
San Antonio,EdTech,Data Scientist,5,17.13,Azure AI,0
Philadelphia,E-commerce,ML Engineer,0,8.84,Scikit-learn,1
Chicago,Finance,Data Scientist,4,14.43,AWS AI,1
Philadelphia,E-commerce,ML Engineer,11,26.77,Azure AI,1
Phoenix,EdTech,AI Engineer,5,15.19,Scikit-learn,0
San Diego,Manufacturing,AI Engineer,10,22.31,PyTorch,1
Houston,IT,Data Scientist,7,19.27,PyTorch,1
Dallas,Finance,AI Engineer,5,14.72,ChatGPT,1
Phoenix,E-commerce,Data Analyst,3,11.42,PyTorch,1
Chicago,Finance,Data Scientist,4,10.86,Azure AI,1
Philadelphia,Healthcare,Data Analyst,3,8.87,Scikit-learn,1
San Jose,IT,AI Researcher,8,27.43,Azure AI,1
Phoenix,Manufacturing,AI Researcher,6,21.89,AWS AI,1
Chicago,IT,ML Engineer,3,15.63,TensorFlow,1
San Antonio,Manufacturing,Data Scientist,3,9.04,ChatGPT,1
Chicago,Finance,AI Researcher,11,32.52,Azure AI,0
San Jose,Healthcare,AI Engineer,7,20.34,PyTorch,1
Chicago,IT,Data Scientist,7,24.94,ChatGPT,0
San Antonio,E-commerce,Data Analyst,1,6.1,Scikit-learn,1
Houston,E-commerce,AI Researcher,3,21.02,Azure AI,0
Phoenix,Finance,Data Analyst,5,10.38,Azure AI,1
Houston,Healthcare,Data Scientist,3,10.12,ChatGPT,1
San Diego,Manufacturing,Data Scientist,6,16.11,AWS AI,1
San Diego,Finance,AI Researcher,1,10.98,ChatGPT,1
New York,Finance,AI Engineer,2,10.44,AWS AI,0
Los Angeles,EdTech,AI Researcher,1,11.53,PyTorch,1
Los Angeles,Finance,Data Scientist,0,3.02,PyTorch,1
New York,Finance,Data Analyst,4,12.51,Azure AI,1
Houston,IT,Data Scientist,3,6.75,Azure AI,1
San Jose,Manufacturing,ML Engineer,9,26.55,Azure AI,1
Chicago,Manufacturing,AI Researcher,10,29.26,AWS AI,1
Dallas,IT,AI Researcher,0,15.03,AWS AI,1
New York,Finance,AI Researcher,3,18.68,ChatGPT,1
San Diego,IT,Data Analyst,3,12.94,Scikit-learn,1
New York,Finance,ML Engineer,10,33.4,AWS AI,1
New York,IT,Data Analyst,7,15.56,PyTorch,1
New York,Finance,Data Scientist,0,7.28,TensorFlow,0
Chicago,Finance,ML Engineer,1,12.58,ChatGPT,1
New York,Healthcare,Data Scientist,6,16.53,ChatGPT,0
Chicago,Finance,Data Analyst,1,7.29,PyTorch,1
Los Angeles,IT,ML Engineer,8,26.45,AWS AI,1
Houston,Healthcare,Data Scientist,6,17.89,ChatGPT,1
Houston,EdTech,AI Researcher,2,14.5,PyTorch,0
New York,Manufacturing,AI Researcher,9,28.84,ChatGPT,1
Phoenix,E-commerce,Data Analyst,0,3.28,Scikit-learn,1
Chicago,Finance,ML Engineer,5,19.3,Scikit-learn,0
Los Angeles,EdTech,AI Researcher,0,10.16,AWS AI,1
Philadelphia,IT,AI Engineer,8,19.48,ChatGPT,1
Los Angeles,Healthcare,AI Engineer,5,13.73,Scikit-learn,1
New York,IT,AI Engineer,9,23.71,PyTorch,1
Chicago,Finance,ML Engineer,8,21.98,Scikit-learn,0
Dallas,Manufacturing,AI Engineer,5,18.25,Scikit-learn,1
San Antonio,EdTech,Data Scientist,3,8.07,Azure AI,1
Philadelphia,Healthcare,Data Analyst,8,19.64,Azure AI,1
Chicago,Finance,AI Engineer,7,19.11,AWS AI,0
Dallas,Healthcare,Data Scientist,1,7.91,Azure AI,1
Philadelphia,Healthcare,AI Engineer,4,9.46,ChatGPT,1
New York,EdTech,AI Engineer,0,5.04,ChatGPT,1
Houston,E-commerce,Data Analyst,7,19.05,TensorFlow,1
San Jose,IT,AI Researcher,10,29.91,TensorFlow,1
Houston,Finance,AI Researcher,6,27.12,TensorFlow,0
Houston,EdTech,AI Engineer,7,19.18,Scikit-learn,1
Chicago,E-commerce,Data Analyst,1,9.21,TensorFlow,1
San Diego,IT,AI Researcher,10,29.95,Scikit-learn,1
Los Angeles,EdTech,AI Researcher,1,10.14,ChatGPT,1
San Diego,IT,ML Engineer,7,24.48,Scikit-learn,1
Chicago,Manufacturing,Data Scientist,0,5.74,AWS AI,1
Houston,IT,Data Scientist,8,21.6,AWS AI,1
San Antonio,Manufacturing,Data Analyst,9,24.12,AWS AI,1
Dallas,EdTech,AI Engineer,8,22.18,TensorFlow,1
Los Angeles,Manufacturing,AI Researcher,10,32.71,PyTorch,0
San Antonio,Manufacturing,Data Scientist,9,23.0,Azure AI,0
Dallas,EdTech,Data Scientist,3,10.54,Azure AI,0
San Diego,Manufacturing,Data Analyst,5,14.22,AWS AI,0
Dallas,Manufacturing,AI Researcher,6,21.34,Scikit-learn,1
Phoenix,Manufacturing,AI Engineer,0,8.57,AWS AI,1
New York,Manufacturing,Data Analyst,3,10.0,Azure AI,1
San Antonio,Finance,Data Scientist,2,11.72,PyTorch,1
Philadelphia,IT,AI Engineer,3,9.37,ChatGPT,0
Phoenix,Manufacturing,AI Engineer,7,17.33,TensorFlow,1
San Diego,E-commerce,Data Analyst,11,26.45,ChatGPT,0
Dallas,Finance,ML Engineer,9,26.62,Scikit-learn,1
Phoenix,Manufacturing,AI Researcher,0,15.1,ChatGPT,0
Dallas,E-commerce,AI Engineer,6,17.13,Scikit-learn,1
Dallas,IT,Data Scientist,2,6.58,TensorFlow,0
San Diego,EdTech,AI Researcher,1,11.04,Scikit-learn,1
Dallas,EdTech,Data Analyst,4,12.96,TensorFlow,1
Philadelphia,Manufacturing,ML Engineer,5,18.05,TensorFlow,1
Phoenix,IT,Data Analyst,2,8.07,ChatGPT,0
Los Angeles,Finance,ML Engineer,6,19.83,TensorFlow,1
Houston,EdTech,Data Scientist,7,18.36,PyTorch,1
Philadelphia,E-commerce,ML Engineer,10,30.64,Scikit-learn,1
Chicago,EdTech,Data Analyst,4,12.93,ChatGPT,0
San Diego,E-commerce,ML Engineer,9,25.44,Azure AI,1
New York,E-commerce,AI Researcher,2,15.09,ChatGPT,0
Dallas,Finance,Data Scientist,7,17.87,AWS AI,1
Philadelphia,IT,AI Engineer,1,5.88,Scikit-learn,1
San Jose,EdTech,AI Researcher,0,10.06,Azure AI,1
Phoenix,E-commerce,Data Scientist,1,10.96,ChatGPT,1
San Jose,Manufacturing,AI Engineer,7,18.08,Scikit-learn,1
Phoenix,Healthcare,Data Scientist,1,8.24,ChatGPT,1
San Jose,Manufacturing,ML Engineer,3,14.26,AWS AI,1
Dallas,E-commerce,Data Analyst,0,6.62,ChatGPT,0
San Diego,Finance,AI Researcher,3,17.43,Scikit-learn,1
Philadelphia,EdTech,Data Scientist,1,8.05,Scikit-learn,1
San Antonio,IT,AI Researcher,10,28.35,PyTorch,1
Houston,IT,AI Researcher,0,12.43,AWS AI,1
Houston,IT,AI Researcher,3,13.79,PyTorch,1
San Jose,E-commerce,AI Engineer,1,3.13,Azure AI,0
San Antonio,E-commerce,AI Engineer,8,21.77,Azure AI,1
New York,Finance,Data Scientist,2,6.28,AWS AI,1
Phoenix,Healthcare,Data Analyst,10,24.6,Scikit-learn,1
San Antonio,E-commerce,ML Engineer,6,20.78,PyTorch,1
San Antonio,Healthcare,AI Researcher,6,23.44,Azure AI,1
Chicago,EdTech,Data Analyst,9,21.93,Scikit-learn,0
San Jose,Healthcare,AI Researcher,9,24.76,AWS AI,1
Philadelphia,IT,Data Analyst,6,16.04,PyTorch,0
San Jose,IT,Data Analyst,7,17.39,PyTorch,1
Dallas,Finance,ML Engineer,6,22.45,TensorFlow,1
Philadelphia,IT,ML Engineer,10,25.03,ChatGPT,1
Phoenix,IT,Data Analyst,3,13.13,Scikit-learn,1
Houston,Finance,Data Analyst,9,26.76,Azure AI,1
San Diego,Manufacturing,AI Researcher,3,12.86,ChatGPT,1
San Antonio,EdTech,AI Researcher,7,25.53,TensorFlow,0
New York,E-commerce,Data Analyst,4,9.76,Scikit-learn,1
Phoenix,EdTech,AI Researcher,9,29.74,ChatGPT,1
Houston,Finance,ML Engineer,3,16.16,TensorFlow,1
Philadelphia,Manufacturing,Data Scientist,9,24.22,Scikit-learn,1
New York,EdTech,AI Engineer,1,5.29,Scikit-learn,1
New York,EdTech,Data Analyst,1,7.44,AWS AI,1
Houston,Finance,AI Engineer,11,30.13,PyTorch,0
San Antonio,Healthcare,AI Researcher,5,24.36,TensorFlow,1
Chicago,Manufacturing,AI Researcher,11,33.66,Azure AI,1
San Jose,Manufacturing,ML Engineer,5,21.14,AWS AI,1
New York,EdTech,Data Scientist,10,27.24,PyTorch,0
Phoenix,IT,Data Scientist,11,26.34,Azure AI,1
Houston,EdTech,AI Engineer,1,8.44,PyTorch,1
Houston,Healthcare,Data Scientist,1,6.14,TensorFlow,1
New York,Manufacturing,AI Researcher,2,15.12,ChatGPT,1
San Antonio,EdTech,AI Engineer,6,14.97,TensorFlow,0
Chicago,Finance,AI Engineer,0,4.77,ChatGPT,1
New York,E-commerce,Data Analyst,4,12.69,TensorFlow,1
San Jose,E-commerce,ML Engineer,4,17.53,AWS AI,1
San Jose,Manufacturing,Data Analyst,6,14.23,TensorFlow,1
Phoenix,IT,AI Researcher,4,18.9,Scikit-learn,1
Dallas,IT,AI Engineer,10,20.27,PyTorch,1
New York,IT,AI Engineer,10,24.5,TensorFlow,1
Los Angeles,Manufacturing,Data Scientist,9,24.37,ChatGPT,1
San Jose,IT,Data Scientist,1,7.18,PyTorch,1
Chicago,EdTech,Data Scientist,8,20.51,Azure AI,0
San Antonio,E-commerce,ML Engineer,0,8.08,TensorFlow,1
San Antonio,Manufacturing,AI Researcher,6,24.06,PyTorch,1
San Jose,Healthcare,AI Engineer,5,14.52,PyTorch,0
San Antonio,E-commerce,AI Researcher,11,31.76,AWS AI,1
New York,Manufacturing,ML Engineer,2,12.6,ChatGPT,1
Houston,Manufacturing,Data Analyst,2,5.77,PyTorch,1
Los Angeles,EdTech,AI Engineer,4,14.71,PyTorch,1
Phoenix,Finance,ML Engineer,2,15.43,TensorFlow,1
Los Angeles,Finance,ML Engineer,1,10.43,Azure AI,1
San Diego,EdTech,AI Engineer,8,24.01,Scikit-learn,1
Houston,E-commerce,AI Researcher,2,12.69,AWS AI,1
Phoenix,Finance,Data Analyst,3,9.77,PyTorch,1
San Jose,E-commerce,ML Engineer,7,22.99,AWS AI,1
New York,EdTech,AI Engineer,0,8.05,AWS AI,1
Dallas,E-commerce,ML Engineer,1,11.48,AWS AI,1
Houston,Manufacturing,ML Engineer,0,6.86,PyTorch,1
Phoenix,IT,AI Engineer,2,8.28,Azure AI,1
Phoenix,Manufacturing,ML Engineer,3,14.97,AWS AI,1
San Diego,IT,AI Researcher,10,30.57,AWS AI,1
San Jose,EdTech,Data Scientist,7,22.93,AWS AI,1
San Diego,E-commerce,Data Analyst,11,25.79,ChatGPT,1
Chicago,IT,Data Analyst,8,18.89,AWS AI,1
Dallas,EdTech,Data Analyst,5,12.84,ChatGPT,1
Chicago,Finance,Data Analyst,8,24.12,PyTorch,1
New York,Manufacturing,ML Engineer,11,30.93,AWS AI,1
Los Angeles,Finance,Data Analyst,1,7.63,Scikit-learn,1
Dallas,Manufacturing,Data Scientist,4,15.19,PyTorch,1
San Jose,Finance,ML Engineer,2,13.15,ChatGPT,1
Dallas,E-commerce,Data Scientist,8,21.18,ChatGPT,1
New York,Manufacturing,Data Scientist,6,19.24,AWS AI,1
Philadelphia,Manufacturing,ML Engineer,5,18.65,AWS AI,1
Phoenix,Manufacturing,AI Engineer,9,23.02,ChatGPT,1
Phoenix,IT,Data Scientist,0,5.17,PyTorch,1
Los Angeles,Finance,ML Engineer,0,8.48,Scikit-learn,1
San Jose,Healthcare,AI Researcher,11,29.72,TensorFlow,1
Houston,Healthcare,Data Scientist,2,8.88,TensorFlow,1
Philadelphia,E-commerce,ML Engineer,1,13.27,AWS AI,1
Phoenix,Healthcare,AI Researcher,6,27.04,PyTorch,1
San Antonio,Healthcare,Data Analyst,9,21.98,TensorFlow,1
Chicago,Manufacturing,Data Scientist,4,11.92,PyTorch,1
San Jose,Manufacturing,Data Scientist,11,31.24,TensorFlow,1
Chicago,EdTech,Data Scientist,4,12.69,TensorFlow,0
Philadelphia,Healthcare,Data Analyst,9,25.5,ChatGPT,1
San Antonio,Manufacturing,AI Engineer,11,26.0,Scikit-learn,1
San Antonio,EdTech,AI Researcher,3,17.96,ChatGPT,1
San Jose,E-commerce,Data Scientist,5,14.01,TensorFlow,0
Phoenix,EdTech,ML Engineer,11,32.13,Azure AI,1
New York,E-commerce,AI Engineer,1,7.53,PyTorch,1
New York,Healthcare,ML Engineer,8,27.19,TensorFlow,1
Chicago,Manufacturing,AI Researcher,4,19.97,PyTorch,1
Houston,Healthcare,AI Engineer,8,18.6,ChatGPT,1
Philadelphia,E-commerce,AI Researcher,8,23.81,AWS AI,1
Houston,EdTech,AI Researcher,5,22.91,AWS AI,1
Philadelphia,IT,AI Engineer,0,6.22,Scikit-learn,0
New York,Healthcare,ML Engineer,4,14.6,Azure AI,1
Houston,EdTech,AI Engineer,7,17.53,Scikit-learn,0
San Diego,E-commerce,Data Scientist,3,13.86,PyTorch,1
Chicago,Manufacturing,AI Engineer,1,8.67,TensorFlow,1
Dallas,EdTech,ML Engineer,8,25.64,AWS AI,0
Chicago,Manufacturing,AI Researcher,3,17.62,Scikit-learn,1
Dallas,IT,Data Analyst,7,16.35,ChatGPT,1
New York,E-commerce,AI Researcher,2,16.21,PyTorch,1
Houston,IT,Data Scientist,5,13.65,Azure AI,0
Phoenix,Finance,ML Engineer,10,31.15,TensorFlow,1
San Diego,IT,Data Analyst,0,4.18,TensorFlow,1
Dallas,EdTech,AI Engineer,0,8.37,AWS AI,1
San Diego,Manufacturing,AI Researcher,9,31.74,Scikit-learn,1
Houston,Finance,AI Engineer,2,11.84,ChatGPT,1
Phoenix,Finance,ML Engineer,4,16.18,Scikit-learn,1
Houston,IT,Data Scientist,0,3.31,Azure AI,1
Dallas,Manufacturing,Data Scientist,11,25.72,TensorFlow,1
San Antonio,E-commerce,AI Engineer,2,10.37,Azure AI,1
Philadelphia,E-commerce,AI Researcher,6,23.58,TensorFlow,0
Chicago,Healthcare,AI Engineer,1,4.67,TensorFlow,1
Chicago,Healthcare,AI Researcher,6,22.29,Azure AI,1
Houston,IT,ML Engineer,5,19.28,Azure AI,0
San Jose,Finance,AI Researcher,2,17.78,Azure AI,1
Los Angeles,Manufacturing,AI Researcher,10,28.79,TensorFlow,0
Phoenix,E-commerce,Data Scientist,11,27.66,Scikit-learn,1
Dallas,Manufacturing,Data Analyst,8,18.83,PyTorch,0
Houston,IT,ML Engineer,3,11.54,TensorFlow,1
Philadelphia,IT,Data Analyst,4,11.66,PyTorch,1
Los Angeles,Manufacturing,ML Engineer,0,8.91,ChatGPT,1
Chicago,IT,ML Engineer,4,18.52,TensorFlow,1
San Antonio,Manufacturing,AI Engineer,7,20.3,PyTorch,1
San Diego,Manufacturing,AI Researcher,6,21.03,Scikit-learn,1
San Diego,Manufacturing,AI Engineer,9,21.54,AWS AI,1
San Jose,Finance,Data Scientist,10,25.23,AWS AI,1
Philadelphia,Healthcare,ML Engineer,5,20.05,TensorFlow,1
Chicago,IT,AI Engineer,2,9.59,PyTorch,0
Houston,IT,ML Engineer,0,7.63,Scikit-learn,1
Dallas,Manufacturing,AI Researcher,11,32.76,Scikit-learn,0
Philadelphia,IT,Data Analyst,11,27.4,ChatGPT,0
Los Angeles,EdTech,Data Scientist,6,18.15,AWS AI,1
Chicago,EdTech,Data Analyst,6,20.14,Scikit-learn,1
San Antonio,EdTech,AI Engineer,10,26.78,ChatGPT,1
New York,Finance,Data Analyst,5,13.7,Scikit-learn,1
San Jose,IT,ML Engineer,2,8.89,ChatGPT,1
Phoenix,IT,Data Analyst,9,21.28,ChatGPT,1
Dallas,E-commerce,AI Researcher,7,28.69,Azure AI,1
San Jose,Healthcare,Data Scientist,6,17.84,ChatGPT,1
San Antonio,Healthcare,AI Engineer,9,22.65,TensorFlow,1
Phoenix,Finance,AI Engineer,5,15.6,AWS AI,1
Chicago,IT,Data Scientist,2,7.62,Scikit-learn,1
Dallas,Finance,AI Researcher,8,28.67,AWS AI,1
Chicago,Finance,Data Analyst,6,14.4,Scikit-learn,1
San Diego,Healthcare,Data Scientist,1,10.16,Azure AI,1
Dallas,E-commerce,ML Engineer,5,18.01,Scikit-learn,1
Los Angeles,Finance,Data Scientist,7,18.61,Scikit-learn,1
San Antonio,Finance,AI Engineer,8,20.36,AWS AI,1
San Diego,EdTech,AI Engineer,4,14.06,Azure AI,1
San Antonio,Manufacturing,AI Engineer,6,17.32,Azure AI,1
Chicago,Finance,AI Researcher,5,22.33,ChatGPT,1
Philadelphia,Healthcare,Data Analyst,11,23.9,TensorFlow,1
San Antonio,Healthcare,Data Scientist,4,13.63,Scikit-learn,1
Los Angeles,EdTech,AI Engineer,5,15.65,AWS AI,1
